date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:30	25470/25470	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Aug%202018%2021:59:27%20GMT	http://www.makeproductions.com/portfolio/bargin-brides/	/Users/hamish/websites/makewaves/www.makeproductions.com/portfolio/bargin-brides/index.html	(from http://www.makeproductions.com/portfolio-all/page/4/)
22:59:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Aug%202018%2021:59:29%20GMT	http://www.makeproductions.com/?p=3866	/Users/hamish/websites/makewaves/www.makeproductions.com/index3f10.html	(from http://www.makeproductions.com/portfolio/murder-in-paradise/)
22:59:30	2560/2560	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Aug%202018%2021:59:29%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fmurder-in-paradise%2F	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embed28af.json	(from http://www.makeproductions.com/portfolio/murder-in-paradise/)
22:59:32	76040/76040	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Nov%202015%2014:04:03%20GMT	http://www.makeproductions.com/wp-content/uploads/2015/03/DayEarthShook-650x418.jpg	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-content/uploads/2015/03/DayEarthShook-650x418.jpg	(from http://www.makeproductions.com/portfolio-all/page/4/)
22:59:32	2695/2695	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Aug%202018%2021:59:31%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fmurder-in-paradise%2F&format=xml	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embedf1e2	(from http://www.makeproductions.com/portfolio/murder-in-paradise/)
22:59:34	2621/2621	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Aug%202018%2021:59:32%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fchildren-of-the-cybersex-dens%2F	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embeda5e1.json	(from http://www.makeproductions.com/portfolio/children-of-the-cybersex-dens/)
22:59:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Aug%202018%2021:59:33%20GMT	http://www.makeproductions.com/?p=3864	/Users/hamish/websites/makewaves/www.makeproductions.com/index6acd.html	(from http://www.makeproductions.com/portfolio/children-of-the-cybersex-dens/)
22:59:35	2756/2756	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Aug%202018%2021:59:34%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fchildren-of-the-cybersex-dens%2F&format=xml	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embedbbba	(from http://www.makeproductions.com/portfolio/children-of-the-cybersex-dens/)
22:59:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Aug%202018%2021:59:37%20GMT	http://www.makeproductions.com/?p=3880	/Users/hamish/websites/makewaves/www.makeproductions.com/index052c.html	(from http://www.makeproductions.com/portfolio/project-symphony/)
22:59:40	56371/56371	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Sep%202016%2010:19:27%20GMT	http://www.makeproductions.com/wp-content/uploads/2016/09/project-symphony.jpg	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-content/uploads/2016/09/project-symphony.jpg	(from http://www.makeproductions.com/portfolio/project-symphony/)
